interaction_id,user_id,product_id,action,timestamp,device,session_duration_sec
INT00075455,U01795,P054,click,2025-12-16 13:40:20.209340,Mobile,1706.0
INT00095523,U03727,P015,click,2026-01-03 16:19:18.209340,Tablet,597.0
INT00052542,U03220,P050,view,2025-11-25 23:31:26.209340,Mobile,835.0
INT00010843,U02446,P067,view,,,69.0
INT00013548,U02076,P029,view,2025-10-21 20:00:20.209340,Mobile,848.0
INT00070104,,P064,add_to_cart,2025-12-11 19:54:14.209340,Mobile,540.0
INT00066814,U00426,P001,view,2025-12-08 21:06:42.209340,Desktop,1480.0
INT00006046,U02719,P067,click,2025-10-15 01:50:36.209340,Mobile,
INT00050875,U04636,P073,purchase,2025-11-24 10:54:03.209340,,1129.0
INT00082500,U03961,P088,click,2025-12-22 22:11:04.209340,Tablet,1521.0
INT00009897,U00477,P021,view,2025-10-18 13:43:46.209340,Mobile,852.0
INT00054891,U02601,P043,view,2025-11-28 00:51:10.209340,Tablet,576.0
INT00042409,U03684,P012,view,2025-11-16 21:41:14.209340,Desktop,1097.0
INT00021353,U01511,P051,click,2025-10-28 21:01:07.209340,Desktop,1410.0
INT00024901,U02934,P053,click,2025-11-01 02:09:17.209340,Desktop,512.0
INT00047014,U03031,P043,view,2025-11-20 23:23:46.209340,Desktop,768.0
INT00026790,U00866,P050,view,2025-11-02 20:19:34.209340,Mobile,1083.0
INT00036323,U00365,P065,view,2025-11-11 10:14:24.209340,Desktop,1292.0
INT00073833,U03304,P080,view,2025-12-15 05:01:56.209340,Desktop,823.0
INT00009900,U02195,P020,view,2025-10-18 13:47:07.209340,Mobile,632.0
INT00012524,U02150,P001,view,2025-10-20 21:15:48.209340,Desktop,840.0
INT00071648,U00900,P002,view,2025-12-13 05:38:06.209340,Tablet,
INT00023028,U00686,P042,click,2025-10-30 10:08:23.209340,Desktop,949.0
INT00030219,U01738,P078,view,2025-11-05 21:33:44.209340,Desktop,283.0
INT00060976,U01392,P049,view,2025-12-03 16:22:44.209340,Desktop,752.0
INT00026692,U03797,P071,view,2025-11-02 18:29:08.209340,Desktop,1783.0
INT00042224,U03043,P061,view,2025-11-16 17:45:48.209340,Desktop,540.0
,U04471,P059,view,2025-12-18 23:49:53.209340,Mobile,189.0
INT00016319,U00933,,click,2025-10-24 07:32:54.209340,Desktop,304.0
INT00093894,U04771,P079,view,2026-01-02 04:22:51.209340,Invalid_Data,245.0
INT00069595,U01696,P003,view,2025-12-11 08:55:19.209340,Tablet,654.0
INT00040987,U02866,P057,view,2025-11-15 16:36:05.209340,Tablet,980.0
INT00008844,U04393,P016,add_to_cart,2025-10-17 14:55:57.209340,Tablet,862.0
INT00069322,U03298,P087,view,2025-12-11 03:00:00.209340,Mobile,975.0
INT00057624,U04017,P029,view,2025-11-30 14:22:56.209340,Mobile,699.0
INT00000966,U01672,P016,view,2025-10-10 12:03:50.209340,Desktop,1689.0
INT00071983,U00038,P094,view,2025-12-13 12:24:39.209340,Mobile,1198.0
INT00040405,U00015,P011,click,2025-11-15 04:15:15.209340,Desktop,1097.0
INT00059079,U04302,P069,view,2025-12-01 22:05:29.209340,Desktop,86.0
INT00033933,U03330,P001,view,2025-11-09 06:54:31.209340,Tablet,1769.0
INT00070914,U02829,P040,add_to_cart,2025-12-12 14:27:29.209340,,124.0
INT00048150,U02255,P008,view,2025-11-21 23:47:14.209340,Tablet,910.0
INT00049767,U03108,P082,view,2025-11-23 10:39:01.209340,Tablet,1799.0
INT00044503,U04021,P041,view,2025-11-18 19:05:47.209340,Tablet,339.0
INT00097141,U01715,P058,view,2026-01-05 03:32:19.209340,Mobile,232.0
INT00069591,U04658,P051,view,2025-12-11 08:53:07.209340,Tablet,182.0
INT00040681,U03600,P067,view,2025-11-15 10:04:22.209340,Tablet,587.0
INT00019438,U00771,P059,click,2025-10-27 04:12:04.209340,Desktop,220.0
INT00098825,U03261,P087,view,2026-01-06 15:44:28.209340,Mobile,1393.0
INT00023334,U04972,P099,click,2025-10-30 16:52:37.209340,Mobile,
,U00905,P026,click,2025-11-23 10:15:14.209340,Desktop,1455.0
INT00083084,U00734,P003,click,2025-12-23 11:30:33.209340,Tablet,1382.0
INT00013620,U04316,P092,view,2025-10-21 21:45:22.209340,Desktop,10.0
INT00074839,U01728,P086,add_to_cart,2025-12-16 01:10:43.209340,Desktop,917.0
INT00052516,U04325,P039,add_to_cart,2025-11-25 22:49:36.209340,Desktop,89.0
INT00073826,U01221,P023,click,2025-12-15 04:58:40.209340,Mobile,612.0
INT00074694,U03609,P079,view,2025-12-15 22:10:49.209340,Mobile,626.0
INT00083846,U02945,P085,add_to_cart,2025-12-24 03:44:41.209340,Mobile,1110.0
INT00074691,U04525,P095,view,2025-12-15 22:07:33.209340,Tablet,1424.0
INT00041436,U04253,P075,click,,Tablet,792.0
,U00757,P088,view,2025-10-11 17:57:49.209340,Tablet,1670.0
INT00092409,U03216,P040,add_to_cart,2025-12-31 20:40:06.209340,Mobile,477.0
INT00002259,U01614,P031,view,2025-10-11 16:38:05.209340,Mobile,1476.0
INT00097519,U04193,,view,2026-01-05 12:06:10.209340,Tablet,1086.0
INT00023868,U00376,P060,view,2025-10-31 03:49:28.209340,Mobile,1012.0
INT00019204,U00615,P094,view,2025-10-26 23:00:07.209340,Tablet,714.0
INT00028012,U00997,P025,view,2025-11-03 22:56:29.209340,Mobile,1047.0
,U00696,P052,view,2025-12-04 01:21:15.209340,Mobile,199.0
INT00042055,U03401,P100,view,2025-11-16 14:26:38.209340,Tablet,1068.0
INT00086341,U01336,P029,view,2025-12-26 09:30:22.209340,Desktop,559.0
INT00089718,U01639,P094,view,2025-12-29 10:26:35.209340,Mobile,27.0
,U05000,P034,view,2025-12-05 10:14:13.209340,Mobile,171.0
INT00014827,U01104,P086,click,2025-10-22 23:45:35.209340,Tablet,824.0
INT00057101,U04487,P080,view,2025-11-30 02:20:11.209340,Desktop,1384.0
INT00064718,U03287,P056,click,2025-12-06 23:49:35.209340,Desktop,572.0
INT00050332,U03681,P045,view,2025-11-23 23:17:58.209340,Mobile,1264.0
INT00092878,U00366,P080,view,2026-01-01 06:15:08.209340,Desktop,72.0
INT00036413,U02920,P052,purchase,2025-11-11 11:47:42.209340,Tablet,1183.0
INT00031616,U01650,P050,add_to_cart,2025-11-07 04:04:20.209340,Mobile,290.0
INT00033190,U01364,P001,view,2025-11-08 14:59:59.209340,,1218.0
INT00024828,U03452,P012,view,2025-11-01 00:33:16.209340,Mobile,983.0
INT00030047,U03463,P098,view,2025-11-05 17:55:55.209340,Desktop,223.0
INT00051947,U01831,P028,click,2025-11-25 09:50:03.209340,Tablet,932.0
INT00073924,U02546,P015,view,2025-12-15 06:50:04.209340,Tablet,71.0
INT00054019,U02074,P020,view,2025-11-27 06:29:15.209340,Desktop,845.0
INT00038528,U04559,P076,view,2025-11-13 11:07:05.209340,Tablet,
INT00028624,U02203,P073,add_to_cart,2025-11-04 11:13:05.209340,Tablet,1632.0
INT00020454,U03038,P098,view,2025-10-28 01:16:36.209340,Desktop,861.0
INT00026201,U03876,P043,view,2025-11-02 07:58:56.209340,Desktop,533.0
,U00425,P020,add_to_cart,2025-11-07 21:11:59.209340,Mobile,350.0
INT00029383,U00595,P016,click,2025-11-05 03:28:18.209340,Mobile,694.0
INT00011317,U04354,P094,view,2025-10-19 19:33:13.209340,Desktop,883.0
INT00010056,U00495,P098,view,2025-10-18 17:07:55.209340,,140.0
INT00023209,U04098,P051,add_to_cart,2025-10-30 14:18:45.209340,Tablet,1312.0
INT00090647,U01309,P022,click,2025-12-30 06:45:32.209340,Tablet,1734.0
INT00037181,U00829,P037,click,2025-11-12 04:48:05.209340,Tablet,392.0
INT00095530,U01667,P041,click,2026-01-03 16:31:22.209340,Tablet,129.0
INT00077801,U01710,P006,view,2025-12-18 18:25:39.209340,Mobile,835.0
INT00075928,U00130,P071,view,2025-12-16 23:55:06.209340,Desktop,1687.0
INT00065863,U03445,P070,view,2025-12-08 00:04:23.209340,Desktop,697.0
INT00089581,U03311,P063,view,2025-12-29 07:38:50.209340,Mobile,562.0
INT00067464,U02231,P016,purchase,2025-12-09 12:29:28.209340,Desktop,183.0
INT00023040,U01495,P077,add_to_cart,2025-10-30 10:28:40.209340,Desktop,170.0
INT00040041,U02296,P038,view,2025-11-14 20:30:12.209340,Desktop,717.0
INT00098219,U02358,P029,view,2026-01-06 03:05:47.209340,Mobile,1717.0
INT00099507,U03321,P004,add_to_cart,2026-01-07 06:15:59.209340,Desktop,1643.0
INT00073646,U00895,P068,click,2025-12-15 01:21:58.209340,Desktop,874.0
INT00091915,U03622,P038,view,2025-12-31 09:44:39.209340,Desktop,1662.0
INT00079436,U01183,P012,add_to_cart,2025-12-20 05:31:35.209340,Desktop,1429.0
INT00014888,U04808,P055,view,2025-10-23 01:00:32.209340,Tablet,800.0
INT00075381,U04579,P018,view,2025-12-16 12:11:09.209340,Tablet,185.0
,U04288,,view,2025-10-17 11:07:19.209340,Mobile,705.0
INT00008356,U01191,P030,click,2025-10-17 04:38:04.209340,Mobile,1475.0
INT00053495,U02313,P048,click,2025-11-26 19:21:36.209340,Mobile,1068.0
INT00029683,U00677,P047,click,2025-11-05 10:05:13.209340,Desktop,1264.0
INT00034131,U01131,P065,click,2025-11-09 11:44:06.209340,,1318.0
INT00089651,U04881,,view,2025-12-29 09:06:21.209340,Tablet,856.0
INT00082750,U03267,P021,view,2025-12-23 03:35:13.209340,Mobile,283.0
INT00003946,U04667,P067,,2025-10-13 04:21:03.209340,Mobile,408.0
INT00045865,U03981,P081,click,2025-11-19 23:36:07.209340,Desktop,706.0
INT00014009,U02439,P093,view,2025-10-22 05:51:22.209340,Desktop,1264.0
INT00084478,U03361,P097,view,,Desktop,705.0
INT00002999,U03988,P041,view,2025-10-12 07:53:04.209340,Mobile,997.0
INT00008682,U02580,P050,view,2025-10-17 11:16:36.209340,Desktop,1536.0
INT00001390,U04709,P100,click,2025-10-10 21:41:06.209340,Desktop,725.0
INT00083343,U03997,P057,click,2025-12-23 16:54:12.209340,Desktop,1257.0
INT00087111,U03330,P044,view,2025-12-27 01:16:54.209340,Desktop,686.0
INT00030130,U04473,P037,click,2025-11-05 19:42:33.209340,Mobile,127.0
INT00061371,U04427,P088,view,2025-12-04 00:58:26.209340,Desktop,349.0
INT00053988,U01167,P011,view,2025-11-27 05:40:39.209340,Desktop,639.0
INT00032652,U00770,P005,purchase,2025-11-08 02:41:34.209340,Tablet,
INT00007115,U00667,P062,view,2025-10-16 01:32:55.209340,Mobile,10.0
INT00014154,U03092,P089,view,2025-10-22 08:55:38.209340,Mobile,980.0
INT00011643,U03142,P009,click,2025-10-20 02:06:03.209340,Desktop,1686.0
INT00080414,U04873,P015,add_to_cart,2025-12-21 02:43:07.209340,Tablet,800.0
INT00034351,U01602,P022,view,2025-11-09 16:44:57.209340,Desktop,187.0
INT00016678,U04686,P092,click,2025-10-24 15:44:18.209340,Tablet,1652.0
INT00028045,U03340,P041,click,2025-11-03 23:39:54.209340,Tablet,1157.0
INT00004205,U01558,P028,view,2025-10-13 10:31:46.209340,Tablet,1242.0
INT00019356,U00434,P007,add_to_cart,,Mobile,1065.0
INT00014019,U00003,P062,view,2025-10-22 06:01:39.209340,Tablet,188.0
INT00029313,U02695,P050,view,2025-11-05 01:56:43.209340,Desktop,841.0
INT00002238,U02128,P026,view,2025-10-11 16:14:04.209340,Desktop,626.0
INT00088851,U04448,P064,view,2025-12-28 15:39:28.209340,Tablet,307.0
INT00028101,U04797,P041,view,2025-11-04 00:33:16.209340,Mobile,847.0
INT00094674,U04842,,view,2026-01-02 21:21:14.209340,Tablet,1749.0
INT00019234,U01490,P072,view,2025-10-26 23:37:34.209340,Mobile,261.0
INT00029981,U03491,P034,view,2025-11-05 16:41:04.209340,Desktop,1472.0
INT00072139,U03511,P024,view,2025-12-13 15:53:06.209340,Mobile,1357.0
INT00032362,U00930,P045,view,2025-11-07 20:08:38.209340,Desktop,1049.0
INT00054528,U04235,P062,view,2025-11-27 17:18:18.209340,Desktop,1632.0
INT00094967,U04713,P062,click,2026-01-03 04:02:29.209340,Mobile,479.0
INT00043449,U01072,P005,add_to_cart,2025-11-17 19:51:08.209340,Desktop,1048.0
INT00018158,U03234,P013,view,2025-10-25 23:52:21.209340,Mobile,110.0
INT00098531,U00133,P013,click,2026-01-06 09:44:05.209340,Tablet,1154.0
INT00065405,U04705,P082,view,2025-12-07 14:32:07.209340,Desktop,449.0
INT00056434,U03866,P082,view,2025-11-29 11:34:07.209340,Tablet,
INT00051608,U03732,P071,view,2025-11-25 02:44:37.209340,,840.0
INT00008620,U00200,P060,view,2025-10-17 09:42:53.209340,Mobile,154.0
INT00070532,U04551,P092,view,2025-12-12 05:56:12.209340,Desktop,1118.0
INT00026120,U03993,P043,add_to_cart,2025-11-02 05:48:14.209340,Mobile,318.0
INT00030082,U00254,P043,view,2025-11-05 18:48:24.209340,Mobile,760.0
INT00097733,U01111,P033,view,2026-01-05 16:52:13.209340,Mobile,927.0
INT00009798,U04136,P061,view,2025-10-18 11:04:54.209340,Tablet,868.0
INT00026869,U01736,P023,view,2025-11-02 21:55:13.209340,Tablet,1272.0
INT00098362,U02016,P049,view,2026-01-06 05:52:36.209340,Tablet,82.0
INT00080971,U00983,P016,view,2025-12-21 14:36:52.209340,Mobile,497.0
INT00045709,U04541,,view,2025-11-19 20:11:20.209340,Desktop,30.0
INT00072873,U02506,P063,view,2025-12-14 08:40:14.209340,Mobile,202.0
INT00034509,U03948,P080,,2025-11-09 19:23:06.209340,Mobile,775.0
INT00049905,U00291,P089,purchase,2025-11-23 13:20:55.209340,Mobile,1723.0
,U00538,P062,click,2025-10-11 12:30:32.209340,Mobile,1729.0
,U03896,P056,view,2025-10-22 07:55:15.209340,Desktop,1705.0
INT00047945,U03351,P048,view,2025-11-21 19:23:23.209340,Tablet,1568.0
INT00055796,U00389,P040,click,2025-11-28 20:55:58.209340,Tablet,615.0
INT00089867,U04934,P089,,2025-12-29 13:43:10.209340,Mobile,719.0
INT00071946,U04238,P035,add_to_cart,2025-12-13 11:49:49.209340,Mobile,765.0
INT00073632,U01377,P027,view,2025-12-15 01:00:09.209340,Desktop,275.0
INT00000481,U03156,P072,view,2025-10-10 02:11:59.209340,Mobile,699.0
INT00018215,U00531,P054,view,2025-10-26 00:59:23.209340,Mobile,1123.0
INT00012539,U01550,P011,view,2025-10-20 21:39:25.209340,Tablet,131.0
INT00050638,U03207,P053,add_to_cart,2025-11-24 05:54:54.209340,Desktop,1588.0
INT00008311,U00540,P047,view,2025-10-17 03:36:18.209340,Mobile,1767.0
INT00036208,U01807,P073,click,2025-11-11 07:48:21.209340,Desktop,1369.0
INT00003904,U00253,P005,view,2025-10-13 03:26:24.209340,Tablet,686.0
INT00015282,U01845,P045,view,2025-10-23 09:11:23.209340,Desktop,1684.0
INT00011772,U00239,P068,view,2025-10-20 04:46:06.209340,Mobile,524.0
INT00053843,U03041,P046,view,2025-11-27 02:38:48.209340,Tablet,1759.0
INT00042060,U02015,P062,view,2025-11-16 14:32:28.209340,Mobile,359.0
INT00016160,U03417,P004,add_to_cart,2025-10-24 04:15:02.209340,Mobile,1605.0
INT00076887,U01417,P027,view,,Tablet,1048.0
INT00079266,U02245,,view,2025-12-20 01:53:19.209340,Tablet,333.0
INT00084338,U01613,P047,view,2025-12-24 14:34:35.209340,Mobile,1081.0
INT00018271,U01911,P054,view,2025-10-26 02:14:28.209340,Desktop,994.0
INT00094132,U01669,P008,view,2026-01-02 09:43:22.209340,Desktop,144.0
INT00068132,U02561,P025,view,2025-12-10 02:53:33.209340,Tablet,583.0
INT00078026,U03298,P005,view,2025-12-18 23:09:42.209340,Desktop,1239.0
INT00061694,U02740,P006,purchase,2025-12-04 07:14:36.209340,Desktop,1131.0
INT00053289,U04042,P050,click,2025-11-26 15:12:18.209340,Mobile,22.0
INT00002875,U00927,P042,view,2025-10-12 05:14:00.209340,Tablet,691.0
INT00055246,U01328,P063,click,2025-11-28 08:23:56.209340,Desktop,844.0
INT00057094,U01820,P001,click,2025-11-30 02:05:28.209340,Desktop,1156.0
INT00007968,U00301,P060,view,2025-10-16 20:33:34.209340,Desktop,1514.0
INT00009129,U03051,P089,click,2025-10-17 20:43:56.209340,Mobile,742.0
INT00088524,U01308,P036,click,2025-12-28 08:10:18.209340,Desktop,1421.0
INT00088247,U04206,P078,view,2025-12-28 01:28:56.209340,Tablet,542.0
INT00030630,U03865,P027,view,2025-11-06 06:32:47.209340,Tablet,13.0
INT00041673,U01045,P020,view,2025-11-16 07:06:27.209340,Mobile,297.0
INT00097787,U01271,P082,view,2026-01-05 18:08:47.209340,Tablet,582.0
INT00052803,U01883,P019,add_to_cart,Invalid_Data,Desktop,1086.0
INT00058652,U02406,P082,add_to_cart,2025-12-01 12:44:29.209340,Desktop,1334.0
INT00060665,U00419,P075,view,2025-12-03 09:22:51.209340,Desktop,
INT00063548,U04046,P025,add_to_cart,2025-12-05 22:36:27.209340,Tablet,
INT00055743,U02637,P098,view,2025-11-28 19:36:45.209340,Mobile,351.0
INT00016397,U01590,P021,view,2025-10-24 09:26:51.209340,Tablet,674.0
INT00020283,U02430,P091,click,2025-10-27 21:57:09.209340,Mobile,871.0
INT00048803,U03341,P029,view,2025-11-22 13:45:36.209340,Tablet,1627.0
INT00097913,U04216,P012,view,2026-01-05 20:34:38.209340,Mobile,1138.0
INT00005644,,P069,view,2025-10-14 17:34:28.209340,Mobile,904.0
INT00000632,U03004,P062,click,2025-10-10 05:18:03.209340,Mobile,1752.0
INT00062945,U04584,P050,view,2025-12-05 09:07:33.209340,Desktop,1247.0
INT00078010,U04773,P026,view,2025-12-18 22:55:46.209340,Mobile,336.0
INT00078247,U02386,P086,view,2025-12-19 04:00:16.209340,Mobile,223.0
INT00079246,U00539,P020,view,2025-12-20 01:34:44.209340,Desktop,1148.0
INT00040421,U02034,P039,click,,Desktop,365.0
INT00013881,U04831,P063,click,2025-10-22 03:00:19.209340,Tablet,1258.0
INT00092770,U02459,P015,purchase,2026-01-01 03:56:54.209340,Tablet,143.0
INT00040388,U03384,P065,view,2025-11-15 04:00:32.209340,Tablet,171.0
INT00065716,U00531,P086,click,,Mobile,1700.0
INT00051582,U00666,P080,click,2025-11-25 02:13:51.209340,Tablet,749.0
INT00012074,U01768,P007,view,2025-10-20 11:18:25.209340,Tablet,1670.0
INT00093873,U00613,P001,view,2026-01-02 03:55:38.209340,Tablet,1089.0
INT00025817,U03681,P038,click,2025-11-01 23:12:29.209340,Desktop,6.0
INT00041076,U01164,P062,view,2025-11-15 18:26:59.209340,Desktop,602.0
INT00050037,U03125,P079,,2025-11-23 16:01:09.209340,Desktop,692.0
INT00041157,U02463,P035,view,2025-11-15 20:18:09.209340,Mobile,853.0
INT00089579,U00993,P078,view,2025-12-29 07:34:21.209340,Tablet,1381.0
INT00022092,U04873,P067,,2025-10-29 13:52:15.209340,Mobile,844.0
INT00000578,U03632,P016,,,Tablet,
INT00082304,U02372,P001,view,2025-12-22 18:07:17.209340,Desktop,1067.0
INT00073966,U00319,P002,view,2025-12-15 07:37:07.209340,Tablet,957.0
INT00002391,U02889,P012,add_to_cart,2025-10-11 19:02:22.209340,Mobile,956.0
INT00003517,U02287,P013,click,2025-10-12 18:39:14.209340,Tablet,1650.0
INT00092930,U04901,P072,view,2026-01-01 07:48:54.209340,Mobile,310.0
INT00061912,U01704,,add_to_cart,2025-12-04 11:25:40.209340,Desktop,944.0
INT00039354,U03916,P004,click,2025-11-14 05:02:48.209340,Mobile,715.0
INT00097837,U00604,P048,view,2026-01-05 19:00:45.209340,Mobile,199.0
INT00065176,U02568,P060,view,2025-12-07 09:53:17.209340,Tablet,
INT00050472,U00779,P047,click,2025-11-24 02:09:56.209340,,1395.0
INT00092515,U02218,P027,add_to_cart,2025-12-31 22:50:11.209340,Tablet,664.0
INT00088995,U00313,P007,click,2025-12-28 18:31:58.209340,Tablet,1421.0
INT00047224,U00346,P052,view,2025-11-21 04:04:12.209340,Mobile,870.0
INT00097768,U00917,P023,view,2026-01-05 17:41:52.209340,Tablet,936.0
INT00013921,U00960,P023,purchase,2025-10-22 03:55:49.209340,Desktop,214.0
INT00079090,U01336,P002,view,2025-12-19 22:04:29.209340,Tablet,546.0
INT00051346,U02155,P025,,2025-11-24 21:00:03.209340,Mobile,50.0
INT00035758,U03255,P095,view,2025-11-10 22:18:19.209340,Mobile,
INT00070586,U00065,P026,view,2025-12-12 07:11:11.209340,Tablet,81.0
INT00041288,U02449,P058,view,2025-11-15 23:11:55.209340,Mobile,275.0
INT00024262,U04326,P017,view,2025-10-31 11:50:52.209340,Tablet,1460.0
INT00067836,U00789,P037,click,2025-12-09 20:12:23.209340,Desktop,1374.0
INT00084022,U00378,,view,2025-12-24 07:40:19.209340,Mobile,1436.0
INT00054071,U03976,P070,view,2025-11-27 07:36:04.209340,Mobile,360.0
INT00044334,U00108,P030,click,2025-11-18 14:49:12.209340,Desktop,1716.0
INT00056424,U04262,P074,view,2025-11-29 11:23:35.209340,Desktop,1051.0
INT00096761,U03116,P096,add_to_cart,2026-01-04 19:00:45.209340,Desktop,89.0
INT00060396,U04646,P020,view,2025-12-03 03:28:54.209340,Mobile,1385.0
INT00063851,U03241,P089,click,2025-12-06 04:58:26.209340,Tablet,544.0
INT00001054,U02956,P006,click,2025-10-10 14:22:47.209340,Mobile,246.0
INT00068414,U03871,P040,click,2025-12-10 08:26:07.209340,Desktop,218.0
INT00018534,U01827,P068,click,2025-10-26 08:27:56.209340,Tablet,1105.0
INT00046333,U00029,P043,view,2025-11-20 09:11:33.209340,Mobile,591.0
INT00077446,U02405,P045,view,2025-12-18 10:29:02.209340,Mobile,1606.0
INT00013614,U01269,P098,click,2025-10-21 21:35:17.209340,Tablet,129.0
INT00088166,U03591,P088,view,2025-12-27 23:48:40.209340,Tablet,
INT00011657,U03563,P100,view,2025-10-20 02:23:30.209340,Desktop,89.0
INT00041080,U01124,P077,,2025-11-15 18:30:55.209340,Tablet,350.0
INT00095006,U04925,P077,add_to_cart,2026-01-03 04:54:56.209340,Tablet,1246.0
INT00009410,U04503,P051,view,2025-10-18 02:51:08.209340,Desktop,1740.0
INT00047437,U02576,P067,view,2025-11-21 08:27:05.209340,Desktop,1077.0
INT00050149,U03908,P032,view,2025-11-23 18:46:52.209340,Desktop,1476.0
INT00030444,U00396,P064,click,2025-11-06 02:14:13.209340,Mobile,573.0
INT00084259,U02760,P094,view,2025-12-24 12:57:38.209340,Tablet,502.0
INT00015598,U04138,P035,click,2025-10-23 15:32:48.209340,Desktop,576.0
INT00015627,U03738,P098,view,2025-10-23 16:10:45.209340,Desktop,1440.0
INT00083072,U00689,P099,add_to_cart,2025-12-23 11:18:07.209340,Tablet,1413.0
INT00007230,U02071,P004,view,2025-10-16 03:58:49.209340,Tablet,
INT00055642,U01863,P074,click,2025-11-28 17:37:26.209340,Desktop,1681.0
INT00060559,U04436,P071,click,2025-12-03 06:59:52.209340,Tablet,236.0
INT00021894,U00960,P069,view,2025-10-29 09:51:47.209340,Tablet,830.0
INT00006597,,P041,click,2025-10-15 14:08:38.209340,Tablet,145.0
INT00061747,U03495,P088,view,2025-12-04 08:25:21.209340,Mobile,1584.0
INT00038524,U04246,P045,view,2025-11-13 10:59:09.209340,Desktop,1647.0
INT00073351,U01762,P092,,2025-12-14 18:55:31.209340,Mobile,643.0
INT00021611,U02550,P079,view,2025-10-29 03:10:00.209340,Tablet,452.0
INT00012472,U00593,P041,purchase,2025-10-20 20:10:25.209340,Tablet,366.0
INT00044832,U04250,P058,,2025-11-19 01:39:23.209340,Mobile,1600.0
INT00042868,U00922,P060,view,2025-11-17 07:37:16.209340,Mobile,176.0
INT00021648,U00358,P051,view,2025-10-29 04:20:23.209340,Desktop,1330.0
INT00005211,U04258,P076,add_to_cart,2025-10-14 07:55:13.209340,Mobile,1075.0
INT00007633,U04657,P079,view,2025-10-16 12:46:58.209340,Tablet,1780.0
INT00076343,U04502,P078,view,2025-12-17 10:10:45.209340,Tablet,106.0
INT00004537,U04083,,view,2025-10-13 17:48:49.209340,Desktop,1091.0
INT00010981,U03969,P047,view,2025-10-19 12:43:31.209340,Tablet,212.0
INT00076009,U01637,P082,add_to_cart,2025-12-17 01:32:02.209340,Tablet,1210.0
INT00030803,U02087,P016,click,2025-11-06 10:02:39.209340,Tablet,796.0
INT00017486,,P099,view,2025-10-25 09:03:00.209340,Tablet,941.0
INT00099082,U00339,P003,view,2026-01-06 20:50:28.209340,Tablet,1126.0
INT00013814,U04489,P033,view,2025-10-22 01:31:32.209340,Mobile,32.0
INT00080189,U00071,P017,view,2025-12-20 21:49:22.209340,Tablet,1406.0
INT00082892,U01391,P013,view,2025-12-23 06:51:54.209340,Mobile,219.0
INT00095981,U03678,P064,view,2026-01-04 01:53:51.209340,Desktop,1352.0
INT00086659,U00914,P045,view,2025-12-26 16:25:04.209340,Tablet,702.0
INT00024803,U02989,P049,click,2025-11-01 00:04:11.209340,Tablet,1577.0
INT00026816,U00408,P003,view,2025-11-02 20:44:28.209340,Mobile,985.0
INT00029233,U03594,P062,view,,Tablet,553.0
INT00007863,U02268,P068,click,2025-10-16 18:08:27.209340,Mobile,849.0
INT00094757,U00152,P073,add_to_cart,2026-01-02 23:19:13.209340,Tablet,1754.0
INT00005698,U03870,P052,view,2025-10-14 18:47:37.209340,Desktop,341.0
INT00084679,U02941,P094,view,2025-12-24 22:06:07.209340,Desktop,1294.0
INT00070485,U02484,P034,add_to_cart,2025-12-12 04:41:08.209340,Mobile,1636.0
INT00055847,U00188,P044,add_to_cart,2025-11-28 22:06:23.209340,Tablet,1402.0
INT00052554,U02908,,view,2025-11-25 23:46:11.209340,Desktop,287.0
INT00096574,U02347,P046,view,2026-01-04 14:51:00.209340,Desktop,1660.0
INT00084330,U01429,P060,view,2025-12-24 14:19:41.209340,Mobile,919.0
INT00097643,U00676,P015,view,2026-01-05 14:53:57.209340,Tablet,544.0
INT00030939,U03694,P030,view,2025-11-06 13:36:08.209340,Desktop,913.0
INT00061940,U03564,P001,add_to_cart,2025-12-04 12:02:23.209340,Desktop,1020.0
INT00034625,U00358,P032,add_to_cart,2025-11-09 21:46:50.209340,Mobile,273.0
INT00072566,U02562,P085,click,2025-12-14 01:50:42.209340,Desktop,360.0
INT00034879,U02453,P019,view,2025-11-10 03:03:17.209340,Tablet,850.0
INT00056944,U01625,P010,view,2025-11-29 23:09:29.209340,Desktop,895.0
INT00009121,U00276,P091,add_to_cart,2025-10-17 20:30:22.209340,Desktop,759.0
INT00088022,U00345,P097,click,2025-12-27 20:36:58.209340,Mobile,1166.0
INT00060468,U02278,P035,view,2025-12-03 05:03:11.209340,Desktop,1766.0
INT00020248,U01700,P089,view,2025-10-27 21:13:15.209340,Tablet,1645.0
INT00001108,U02697,P084,view,2025-10-10 15:25:36.209340,Desktop,149.0
INT00022511,U01047,P042,click,2025-10-29 22:57:51.209340,Mobile,989.0
INT00051168,U01378,P009,click,2025-11-24 16:44:36.209340,Tablet,1050.0
INT00095223,U03188,P019,view,2026-01-03 10:00:58.209340,Mobile,656.0
INT00044172,U03730,P091,view,2025-11-18 11:13:08.209340,Desktop,1078.0
INT00093588,U02789,P030,click,2026-01-01 21:04:10.209340,Desktop,648.0
INT00039515,U00311,P037,click,2025-11-14 09:01:53.209340,Mobile,1067.0
INT00095768,,P003,click,2026-01-03 21:27:32.209340,Desktop,837.0
INT00090501,U04051,P071,view,2025-12-30 03:40:05.209340,Tablet,1206.0
INT00029982,U01003,P025,click,2025-11-05 16:41:20.209340,Tablet,1564.0
INT00035134,U03576,P051,click,2025-11-10 08:46:35.209340,Mobile,1727.0
INT00079531,U00899,P028,view,2025-12-20 07:51:53.209340,Desktop,1632.0
